DG,Order_1,DG_limiter,QBDRAP
0.1689044939250307,0.1689044939250307,0.1689044939250307,0.16982264856610269
-0.6361658337645828,-0.09301124998328224,-0.015801800907436204,-0.20036823614950286
-1.1591034799208464,-0.22194614917940234,-0.008093668155737452,-0.4400546525660194
-1.6427166194175755,-0.3095250501813521,-0.011773397535929708,-0.6264212717134311
-1.6857419845555504,-0.3765702305044663,-0.009522151472232801,-0.7803425590968007
-1.8199194788845043,-0.4312566034024489,-0.010996058090159801,-0.9122728883965852
-2.098577862098172,-0.4776411164307407,-0.005718341942179663,-1.0285002614461358
-2.136031377247805,-0.518052791683204,-0.005552624128623172,-1.132970309707815
-2.1702205405874393,-0.5539460789653757,-0.005782936082680168,-1.2283146307526178
-2.3758050929233474,-0.5862985151836205,-0.006296728604541443,-1.3160363387497114
-2.427687645925567,-0.6157948951093986,-0.006248279642910976,-1.3972464513134735
